X1,X2,X3,X4,X5,X6,X7,X8,Y
0.76,643.74,291.64,194.04,4.61,2.7,0.32,1.9,37.25
0.82,684.39,298.67,142.64,6.23,4.54,0.24,2.11,77.05
0.82,519.41,405.63,189.2,6.11,2.64,0.11,1.08,53.38
0.81,666.59,269.42,162.98,6.53,2.73,0.13,2.48,54.69
0.64,670.69,402.9,118.39,4.87,4.03,0.14,2.72,101.8
0.83,779.34,411.87,211.84,5.01,3.77,0.21,2.81,72.26
0.72,777.59,367.79,219.06,3.77,3.17,0.02,0.77,54.61
0.94,684.95,335.9,177.68,4.71,4.87,0.29,3.47,65.29
0.7,721.07,303.95,127.38,5.71,4.4,0.01,3.21,90.07
0.8,548.96,303.57,190.17,3.95,2.7,0.27,0.7,27.1
0.92,639.72,270.91,114.22,4.67,4.96,0.23,3.33,77.09
0.94,653.92,352.46,182.86,5,2.5,0.27,3.2,59.72
0.73,794.46,406.19,147.23,5.29,2.5,0.38,1.19,102.97
0.85,696.59,380.01,161.57,6.51,2.1,0.25,0.92,81.59
0.78,603.52,250.8,147.49,5.87,2.76,0.14,4.89,54.8
0.9,534,327.96,134.92,5.4,2.36,0.28,4.2,62.97
0.95,546.48,286.91,132.62,6.93,3.58,0.31,3.31,63.51
0.83,544.81,385.62,182.62,6.3,2.96,0.19,2.51,55.57
0.91,607.36,348.02,200.92,6.46,3.16,0.31,0.45,44.84
0.94,686.91,354.68,171.49,6.86,2.05,0.26,1.01,72.8
0.76,546.38,257.76,205.75,5.11,4.08,0.07,0.88,12.86
0.79,617.9,271.93,195.09,5.7,3.05,0.01,2.98,35.89
0.9,724.05,295.54,199.81,5.84,2.06,0.27,0.25,43.81
0.67,669.67,324.6,127.98,3.74,2.1,0.37,2.09,82.39
0.86,758.72,411.32,194.11,6.93,4.37,0.08,3.22,82.39
0.78,632.79,412.91,199.98,5.6,2.49,0.29,0.45,58.82
0.7,592.01,378.09,189.87,3.76,2.61,0.38,4.91,54.34
0.72,763.08,289.93,145.33,6.74,2.83,0.08,3.94,84.28
0.78,515.49,320.46,123.21,5.08,2.65,0.25,4.62,69.19
0.77,698.6,407.36,184.16,4.88,4.8,0,2,74.23
0.87,623.98,311,212.53,3.7,4.22,0.05,0.73,28.66
0.74,621.86,381.02,164.99,5.17,3.78,0.21,0.79,64.21
0.92,712.61,374.12,174.57,5.35,3.15,0.19,1.98,76.64
0.85,538.29,395.88,197.33,6.31,4.28,0.04,1.26,48.14
0.78,669.06,309.11,118.28,5.48,4.31,0.27,2.31,86.67
0.86,699.53,404.56,188.78,6.27,3.7,0.19,1.91,76.12
0.66,793.2,281.19,208.2,5.44,2.68,0.4,0.88,43.92
0.95,805.44,266.9,116.51,4.72,2.93,0.37,3.71,96.9
0.85,640.45,282.5,209.96,6.22,3.38,0.29,3.08,32.17
0.81,733.88,298.87,154.51,5.93,4.61,0.19,4.35,78.16
0.64,522.68,298.01,131.38,5.53,2.31,0.2,3.15,56.86
0.78,749.29,394.43,154.45,5.58,2.59,0.19,2.74,91.42
0.9,713.16,247.04,181.48,4.56,3.12,0.33,2.55,44.23
0.82,544.32,273.87,205.42,5.42,4.43,0.37,1.58,20.91
0.8,584.12,263.84,205.69,3.79,4.62,0.39,4.95,24.4
0.64,787,297.89,193.53,4.97,2.95,0.37,4.44,59.38
0.95,627.76,316.21,120.21,4.65,4.48,0.29,0.22,79.41
0.93,738.06,297.53,211.76,6.22,2.31,0.3,1.95,46.81
0.68,776.37,365.04,112.76,4.77,2.72,0.39,0.47,105.79
0.66,666.39,280.47,154.31,5.1,2.63,0.4,2.53,64.11
0.87,641.29,310.55,211.14,6.14,3.95,0.29,4.25,40.67
0.75,688.49,304.76,171.02,4.02,4.48,0.23,2.79,58.05
0.68,741.83,314.69,110.88,4.57,4.07,0.36,2.51,99.42
0.93,522.82,275.45,154.74,6.1,4.25,0,0.98,43.75
0.81,731.25,331.06,145.03,4.62,4.02,0.03,1.61,80.85
0.97,575.76,279.43,133.51,4.97,4.89,0.27,3.21,60.81
0.89,556.08,406.86,179.06,6.6,2.37,0.23,2.8,61.04
0.9,567.76,322.7,142.47,4.97,2.53,0.11,2.24,63.67
0.64,524.13,261.89,136.07,3.65,4.35,0.23,2.05,48.21
0.86,712.63,350.46,201.84,6.15,2.87,0.21,1.51,58.4
0.63,603.78,285.09,145.18,4.6,2.29,0.19,0.78,55.79
0.78,628.14,382.55,164.12,5.23,4.46,0.24,1.26,74
0.77,795.19,317.83,180.42,5.06,2.05,0.03,2.56,67.48
0.85,569.67,348.62,209.83,4.86,2.04,0.05,2.8,35.76
0.64,759.27,345.85,196.94,5.09,2.91,0.37,4.4,68.97
0.95,593.59,363.38,148.26,6.98,4.03,0.18,3.75,74.98
0.64,801.44,378.51,181.13,6.77,4.79,0.03,2.02,85.64
0.64,721.93,277.54,176.74,5.8,2.71,0.36,1.38,52.86
0.67,735.19,368.01,112.16,5.43,4.93,0.32,1.46,109.49
0.66,596.79,352.05,167.49,6.49,2.26,0.12,2.5,63.2
0.65,702.03,372.76,161.22,5.36,4.7,0.29,1.86,84.71
0.64,715.32,343.49,152.98,6.81,3.15,0.11,2.42,79.62
0.68,745.65,293.95,213.03,4.85,3.77,0.23,0.19,39.59
0.62,647.6,401.59,196.06,5.05,5,0.16,2.62,63.58
0.83,601.7,384.05,156.15,6.47,3.08,0.34,3.55,79.21
0.75,608.84,327.53,146.63,4.93,4.33,0.37,1.64,66.38
0.87,634.15,297.69,202.54,6.46,2.32,0.02,0.31,35.59
0.95,735.65,308.7,216.29,4.49,3.61,0.06,3.75,44.72
0.83,707.16,414.82,112.09,6.99,2.99,0.05,1.62,112.11
0.68,580.91,303.51,169.57,6.93,3.03,0.32,0.63,46.61
0.66,599.52,328.01,141.36,5.48,2.68,0.36,1.81,69.47
0.74,558.35,318.93,111.03,4.77,3.88,0.12,1.43,79.1
0.78,749.27,283.2,134.74,5.64,3.43,0.23,4.63,84.99
0.7,604.71,312.88,153.77,5.49,2.15,0.36,3.31,62.12
0.67,578.63,405.59,187.84,6.87,4.3,0.39,4.18,63.63
0.97,621.46,387.81,114.21,3.8,3.64,0,2.97,97.51
0.88,698.68,397.03,166.65,6.26,2.69,0.01,1.62,82.32
0.78,768.03,390.79,197.58,4.53,3.04,0.09,0.22,67.18
0.67,601.49,345.72,184.69,4.33,2.42,0.14,4.39,51.68
0.66,748.07,262.14,189.53,6.5,2.43,0.03,1.87,47.9
0.92,720.2,363.44,115.91,4.53,4.63,0.39,3.37,105.21
0.77,807.2,415.49,137,3.89,2.68,0.24,0.38,109.55
0.63,585.83,380.15,124.96,5.55,4.86,0.07,4.12,86.51
0.84,541.56,298.98,220.04,5.33,2.33,0.06,0.26,12.81
0.75,667.08,343.72,201.76,6.54,4.44,0.17,0.94,48.99
0.91,554.06,388.57,214.19,4.82,2.85,0.38,4.88,40.81
0.81,770.81,245.1,134.11,5.44,3.67,0.29,3.82,78.51
0.77,535.55,284.16,162.88,5.74,3.52,0.26,1.12,43.45
0.62,692.15,265.07,217.02,4.49,3.65,0.09,1.02,25.32
0.78,745.91,246.14,180.09,4.73,2.1,0.19,3.08,48.02
0.79,670.5,391.47,192.37,3.69,3.69,0.27,4.35,66.75
0.96,690.72,409.35,194.52,4,4.31,0.09,0.56,67.64
0.83,705.74,317.15,122.45,4.3,3.94,0.08,4.51,91.29
0.78,594.04,274.01,138.08,6.26,3.67,0.05,2.06,60.39
0.86,667.96,253.88,219.83,3.71,2.49,0.13,0.18,18.28
0.75,646.72,360.33,147.63,4.81,3.15,0.18,3.39,78.56
0.78,691.24,352.67,111.44,6.54,3.21,0.23,2.26,103.02
0.92,703.37,285.32,220.42,4.81,2.23,0.13,1.27,29.01
0.79,707.25,271.95,159.15,4.96,2.82,0.02,1.46,59.25
0.87,535.58,289.29,157.32,6.65,4.47,0.28,2.06,47.98
0.83,530.71,257.72,137.12,4.11,3.66,0.26,3.77,49.92
0.95,574.25,262.04,157.92,5.78,2.48,0.17,4.3,47.55
0.87,671.86,349.18,188.47,5.09,3.95,0.15,1.71,60.41
0.83,720.19,278.47,123.84,5.76,4.02,0.28,4.48,89.67
0.72,583.59,364.92,150.71,4.98,2.35,0.01,0.21,62.13
0.68,553.46,359.29,187.5,5.72,2.27,0.21,2.96,48.62
0.86,777.82,377.65,181.92,4.18,4.49,0.35,2.66,81.61
0.98,568.25,401.1,198.73,5.43,2.4,0.22,3.84,50.44
0.91,715.34,250.93,147.41,4.13,4.11,0.28,2.91,64.85
0.64,564.35,375.24,213.65,3.75,3.23,0.28,1.77,34.79
0.94,796.69,304.83,131.85,6.94,2.03,0.38,1.07,92.88
0.64,630.73,297.39,179.93,6.4,2.36,0.38,3.51,51.85
0.93,724.04,408.47,141.8,4.67,4.52,0.31,3.27,105.36
0.66,719.82,293.25,187.9,5.46,3.04,0.07,0.93,49
0.83,745.01,340.1,161.58,3.52,3.38,0.34,4.35,78.16
0.86,540.11,392.45,176.44,4.32,3.21,0.39,1.39,56.31
0.72,717.84,390.72,125.08,6.01,4.59,0.26,4.18,111.1
0.69,737.25,295.24,134.35,6.2,3.91,0.18,1.27,81.8
0.86,549.23,355.48,177.81,6.83,3.23,0.33,0.36,49.74
0.94,610.88,245.06,206.42,5.02,2.55,0.15,0.81,18.56
0.72,799.27,385.07,193.04,6.13,3.09,0.32,0.09,75.28
0.84,556.11,307.64,121.61,5.22,4.11,0.31,1.2,66.57
0.76,530.58,407.36,157.39,6.05,4.65,0.07,0.3,68.32
0.73,553.31,413.87,210.03,4.59,3.63,0.22,4.96,47.74
0.88,775.62,326.96,179.4,5.45,4.83,0.21,3.49,74.81
0.63,583.79,292.5,201.68,4.35,3.52,0.15,2.89,29.99
0.68,673.34,248.46,167.57,4.46,4.11,0.13,2.64,51.06
0.87,732.94,343.79,119.88,5.88,2.47,0.39,0.66,100.97
0.77,533.48,321.16,134.76,4.5,2.12,0.29,0.85,60.08
0.85,742.15,391.78,188.55,5.68,4.72,0.17,1.28,74.87
0.69,587.07,405.11,214.76,4.17,2.79,0.32,3.39,46.18
0.83,726.28,262.79,176.57,4.87,3.49,0.17,2.98,54.13
0.82,537.36,330.09,176.33,6.67,2.3,0.16,0.11,42.25
0.94,604.85,367.28,127.65,5.02,4.76,0.28,1.65,86.53
0.82,558.5,345.51,146.68,4.67,2.89,0.39,3.84,63.71
0.83,660.7,353.63,208.79,6.76,4.83,0.03,4.52,50.79
0.8,692.33,411.84,174.09,6.68,2.11,0.02,1.01,78.31
0.68,635.58,370.89,129.55,4.91,3.6,0.33,0.25,84.66
0.8,629.58,330.75,119.75,6.29,2.23,0.24,0.05,78.9
0.82,697.74,364.22,118.42,3.65,3.4,0.12,1.35,95.59
0.67,664.63,370.91,115.11,4.96,2.96,0.1,4.01,99.46
0.72,663.66,387.12,152.26,4.04,2.93,0.28,2.35,81.92
0.91,574.23,326.37,170.72,6.71,4.37,0.14,3.07,55.53
0.86,689.91,415.89,163.98,4.07,3.82,0.11,3.44,86.21
0.81,708.44,318.3,207.18,3.82,4.41,0.19,4.76,48.95
0.69,784.21,245.69,189.86,5.17,4.87,0.21,0.09,51.34
0.67,546.72,397.57,176.93,4.22,3.16,0.01,0.65,54.79
0.83,656.38,280.17,175,6.07,2.19,0.15,1.55,51.87
0.66,520.99,312.01,123.25,3.53,4.17,0.25,0.5,60.07
0.73,602.19,304.54,210.12,6.92,2.93,0.25,0.19,31.21
0.88,616.73,307.45,206.81,5.47,3.33,0.04,0.03,30.09
0.7,644.95,346.53,171.35,4.54,2.81,0.21,1.55,58.74
0.67,714.16,262.15,210.14,4.08,2.24,0.25,2.78,33.37
0.87,744.99,325.27,165.61,4.41,4.97,0.32,0.94,72.88
0.91,700.76,321.35,171.92,3.85,4.1,0.26,4.47,64.55
0.86,764.6,316.94,182.39,4.45,2.33,0.13,3.54,64.27
0.75,561.48,415.04,189.64,3.58,2.37,0.29,3.01,53.05
0.79,660.48,344.84,173.31,5.14,4.42,0.36,4.95,65.62
0.89,741.26,352.62,190.88,4.05,4.62,0.39,1.52,61.19
0.8,523.94,265.69,216.11,4.24,4.92,0.07,4.88,11.63
0.71,549.59,405.45,151.31,5.7,3.24,0.25,1.09,73.46
0.73,693.15,351.13,178.81,6.98,3.81,0.24,2.2,69.59
0.72,769.42,279.73,206.15,4.32,4.69,0.06,2.4,47.46
0.97,570.29,266.13,196.02,4.93,3.21,0.26,3.25,27.1
0.87,677.47,295.71,216.05,4.21,4.15,0.37,0.22,37.36
0.9,549,327.27,157.55,5.83,4.84,0.38,3.47,60.28
0.96,616.86,350.2,124.23,5.43,2.45,0.33,0.24,83.73
0.8,625.65,344.94,172.41,6.27,3.15,0.2,0.17,61.44
0.88,721.39,413.1,167.36,6.45,4.44,0.07,0.76,87.6
0.64,799.62,291.06,111.66,6.64,3.6,0.28,1.97,105.26
0.96,760.48,384.17,218.53,5.71,4.77,0.33,0.55,64.54
0.7,642.73,411.22,161.54,3.58,3.25,0.31,4.75,77.95
0.86,662.73,309.23,197.65,6.05,3.15,0.14,1.5,44.94
0.79,648.18,291.19,182.04,6.68,2.63,0.35,0.99,48.19
0.76,741.96,249.74,168.15,3.64,3.84,0.23,1.51,55.18
0.78,645.67,256.27,209.95,5.14,3.31,0.22,0.35,25.01
0.76,519.55,255.71,136.17,3.97,3.93,0.08,0.88,44.25
0.88,639.36,262.03,133.78,3.83,4.93,0.23,1.92,62.22
0.92,539.8,274.97,194.86,5.95,2.34,0.15,1.38,25.24
0.91,569.09,309.84,192.18,4.01,3.07,0.2,0.29,33.4
0.65,771.49,286.15,167.69,5.8,4.56,0.33,4.5,72.5
0.78,562.97,359.32,118.75,6.61,4.88,0.32,3.66,88.22
0.75,729.58,383.1,187.34,6.98,2.13,0.38,2.77,75.31
0.87,610.82,314.93,167.21,4.9,4.55,0.07,0.67,46.93
0.67,522.53,360.38,130.26,6.09,2.97,0,2.15,76.26
0.63,783.97,414.35,132.47,3.6,4.35,0.09,4.72,113.11
0.83,629.25,397.98,169.16,3.61,2,0.19,1.08,69.34
0.86,660.74,249.29,133.64,4.05,4.77,0.23,1,64.42
0.8,614.16,270.96,196.68,4.87,4.72,0.07,1.62,31.49
0.69,565.54,275.41,159.86,5.33,4.98,0.34,1.9,45.5
0.95,786.49,320.41,189.72,5.72,3.44,0.18,1.51,61.64
0.81,802.92,250.15,190.59,4.96,3.69,0.24,1.48,53.44
0.67,521.99,255.85,158.86,4.36,3.3,0.27,3.24,40.28
0.68,525.52,374.74,151.29,4.5,2.17,0.32,0.21,59.38
0.83,612.23,363.26,184.74,4.69,4.09,0.35,3.31,56.09
0.64,746.06,392.65,170.97,6.38,4.13,0.13,3.27,85.69
0.74,522.17,337.71,191.22,6.2,2.14,0.2,3.7,37.07
0.81,770.22,253.94,166.16,4.23,2.39,0.03,2.59,58.09
0.89,688.2,297.85,200.15,6.86,2.68,0.39,0.85,47.99
0.9,554.59,284.47,126.09,4.44,2.17,0.33,2.89,63.65
0.95,624.02,360.46,120.63,5.19,4.32,0.32,2.34,88.92
0.73,530.95,391.92,153.38,3.69,4.39,0.31,3.85,68.19
0.68,521.11,353.17,210.55,5.99,2.85,0.08,2.75,32.72
0.94,582.05,265.18,162.06,4.58,2.93,0.33,1.83,42.94
0.9,581.44,411.2,220.4,3.84,3.29,0.14,1.1,38.55
0.67,625.73,272.69,159.42,3.53,3.37,0.36,1.8,47.49
0.97,704.87,304.37,164.18,6.93,2.12,0.35,4.69,70.22
0.69,660.19,391.66,178.96,3.97,2.1,0.24,1.78,63.35
0.89,586.61,295.79,193.46,5.97,2.88,0.31,4.03,41.93
0.64,588.49,248.8,202.13,6.36,4.07,0.24,3.44,25.43
0.77,709.78,296.46,120.81,6.3,2.23,0.04,2.99,85.27
0.64,702.52,246.05,192.54,5.02,3.09,0.05,1.09,38.75
0.78,515.85,404.48,140.51,5.25,4.96,0.01,0.12,73.23
0.85,766.86,406.65,132.54,3.96,2.13,0.35,3.92,106.6
0.79,722.99,336.73,117.78,6.91,3.78,0.14,4.66,102.52
0.82,565.1,407.08,156.1,6.04,2.1,0.1,4.11,72.41
0.8,659.34,264.31,118.93,5.45,4.21,0.03,4.09,75.71
0.75,726.94,394.17,167.32,6.95,3.86,0.08,0.62,85.9
0.69,673.57,347.32,154.07,4.26,3.09,0.05,0.37,67.89
0.77,693.11,391.21,114.27,6.31,3.42,0.18,0.91,105.3
0.67,592.93,366.65,143.9,4.3,2.32,0.25,0.87,69.14
0.98,651.83,259.32,120.97,6.97,4.08,0.16,3.97,78.28
0.7,596.49,252,204.55,5.41,2.46,0.22,4.39,20.95
0.79,703.29,371.48,138.4,3.57,4.62,0.38,4.49,95.95
0.95,590.17,390.24,179.7,4.75,4.2,0.04,3.99,65.28
0.9,690.83,408.03,114.17,3.59,4.38,0.36,3.29,111.72
0.67,746.04,410.02,128.96,5.3,3.2,0.31,3.99,109.62
0.65,695.11,290.34,148.47,4.93,4.47,0.17,2.54,67.41
0.75,699.96,258.15,149.75,4.43,2.11,0.03,2.05,63.35
0.82,777.04,328.32,122.62,5.12,4.64,0,0.81,101.08
0.94,797.44,340.09,213.77,4.67,2.81,0.18,4.76,62.37
0.98,555.43,406.76,174.01,5.18,2.41,0.06,0.05,61.38
0.71,777.4,296.18,183.5,6.37,2.93,0.04,1.86,62.82
0.66,535.97,293.24,210.6,3.99,2.84,0.3,3.86,17.23
0.8,647.31,302.1,126.24,5.64,4.38,0.06,2.89,79.14
0.76,642.44,299.75,176.3,3.73,3.29,0.06,2.17,49.7
0.62,712.12,392.35,187.96,4.26,3.48,0.39,1.38,69.22
0.7,538.19,274.94,112.99,3.89,2.74,0.26,3.61,64.33
0.64,734.33,358.28,197.05,5.96,2.8,0.33,2.87,63.56
0.97,760.23,368.08,153.33,6.35,3.45,0.23,1.18,91.13
0.93,790.87,300.84,154.38,6.75,3.89,0.32,3.24,81.93
0.62,681.9,297.99,210.92,6.88,2.66,0.21,0.26,35.76
0.79,776.72,360.23,137.56,3.97,4.14,0.21,2.46,96.02
0.81,594.42,344.9,136.9,4.89,3.61,0.37,4.65,77.94
0.63,722.61,316.64,115.99,3.65,3.71,0.24,1.54,89.05
0.64,517.63,258.87,164.52,5.74,3.27,0,4.88,35.05
0.69,575.55,414.55,182.03,6.38,3.94,0.26,1.64,65.83
0.74,623.67,330.01,127.77,6.8,3.98,0.21,4.41,83.36
0.8,671.92,311.91,179.96,4.34,2.06,0.26,4.4,54.06
0.92,592.75,302.07,110.78,4.18,3.71,0.22,2.14,79.71
0.82,694.76,362.61,139.82,5.49,4.12,0.03,0.03,85.81
0.71,675.67,395.48,151.15,4.06,4.13,0.3,0.37,81.98
0.64,692.55,334.99,179.39,5.44,3.68,0.14,1.44,61.6
0.93,791.52,261.65,128.45,6.61,4.25,0.33,1.23,86.52
0.88,553.33,279.57,211.67,5.46,4.67,0.29,0.33,14.86
0.81,629.99,333.72,175.33,6.08,2.7,0.16,2.92,57.45
0.71,561.74,320.16,118.73,4.99,4.61,0.13,2.21,73.08
0.91,778.7,297.54,131.53,6.77,3.46,0.03,2.79,89
0.94,521.11,260.74,116.41,5.59,2.59,0.08,2.32,57.5
0.84,564.45,288.93,201.39,6.48,4.19,0.05,2.53,28.22
0.84,775.68,411.33,211.02,5.42,4.93,0.39,0.36,70.28
0.93,715.15,378.01,149.06,4.01,4.1,0.34,4.25,92.79
0.92,582.75,369.97,158.9,4.91,2.43,0.04,0.58,62.48
0.66,685.54,266.43,146.98,3.93,2.95,0.06,2.58,60.46
0.65,695.45,329.55,141.94,4.93,4.5,0.26,1.17,80.55
0.92,758.88,268.64,173.12,4.28,4.92,0.3,3.97,63.62
0.74,743.36,333.45,148.08,3.57,3.08,0.36,2.04,80.87
0.81,650.61,316.82,174.39,4.93,4.95,0.37,4.41,61.68
0.75,656.82,316.33,188.68,5.38,2.19,0.17,4.6,51.87
0.68,577.32,278.64,204.28,6.38,2.89,0.18,1.45,23.24
0.73,760.13,292.39,165.87,5.32,2.06,0.27,3.64,71.85
0.75,731.4,414.56,150.53,4.79,2.03,0.3,1.77,98.48
0.78,685,323.69,156.89,6.88,2.92,0.04,4.37,73.99
0.87,631.28,279.89,142.35,5.84,2.64,0.25,4.67,68.46
0.91,745.42,351.76,144.53,6.12,4.81,0.03,4.62,96.11
0.91,792.36,410.11,177.08,5.86,4.8,0.09,0.92,91.58
0.67,515.77,297.89,138.38,3.51,4.81,0.05,1.21,49.83
0.84,733.64,279.28,155.26,4.07,3.93,0.02,3.62,69.3
0.76,755.28,316.07,214.37,4.32,2.6,0.27,3.52,47.11
0.71,515.57,398.04,196.94,5.1,3.22,0.29,0.32,41.42
0.76,767.18,357.43,208.91,3.98,3.76,0.01,4.56,62.57
0.83,792.57,359.33,131.42,4.55,3.88,0.34,3.27,105.65
0.92,797.46,309.73,148.81,4.64,2.16,0.33,0.99,85.22
0.64,787.73,291.06,181.77,5.57,4.79,0.27,3.18,63.78
0.7,755.83,376.63,124,4.01,4.89,0.13,0.9,106.91
0.77,805.81,378.7,204.09,6.08,3.74,0.22,1.6,70.97
0.95,791.52,342.23,148.7,3.7,3.12,0.2,2.13,87.53
0.64,662.5,345.2,141.56,5.89,4.35,0.16,1.51,78.52
0.63,722.92,277.1,147.45,6.57,3.7,0.33,3.26,70.78
0.65,574.41,342.45,184.11,5.82,2.11,0.34,3.56,52.63
0.78,557.16,365.67,111.59,6.76,3.4,0.11,3.82,93.05
0.66,792.43,371.53,134.54,6.34,4.81,0.24,0.31,103.37
0.68,533.06,278.47,143.93,6.98,4.74,0.36,4.82,55.74
0.78,773.88,358.54,203.1,5.88,3.1,0.13,4.23,69.38
0.66,537.37,319.2,202.75,5.05,2.49,0.03,4.74,33.94
0.77,557.48,387.09,145.71,4.3,4.4,0.23,4.22,75.33
0.74,713.26,376.37,133.59,6.84,3.12,0.16,2.49,99.48
0.64,522.71,416.45,200.96,6.14,2.89,0.2,3.3,48.75
0.94,733.79,332.76,163,5.78,4.67,0.18,3.45,78.18
0.75,805.85,297.38,200.24,4.2,3.68,0.11,3.23,61.08
0.8,568.77,409.89,110.81,3.89,2.06,0.12,2.11,94.76
0.86,761.11,277.21,148.02,6.15,4.65,0.12,3.4,74.79
0.67,674.23,263.11,125.94,4.13,3.33,0.35,3.03,70.98
0.66,534.56,402.16,139.88,4.01,3.27,0.26,2.92,75.2
0.72,798.95,367.4,153.62,3.61,3.62,0.17,0.86,91.75
0.76,684.82,285.83,203.61,3.57,2.59,0.35,4.63,37.41
0.63,706.92,258.22,198.68,4.99,3.89,0.32,3.94,42.99
0.87,562.97,314.99,123.61,4.93,3.19,0,3.61,68.44
0.84,782.97,339.81,181.26,4.81,3.62,0.13,3.55,72.75
0.65,708.31,330.28,193.08,6.72,2.42,0.05,1.63,54.28
0.65,642.41,404.8,116.94,3.76,3.92,0.18,4.25,100.89
0.88,633.19,301.34,204.38,5.49,2.04,0.18,4.5,37.12
0.8,554.4,411.2,131.03,4.65,4.38,0.04,0.58,82.67
0.94,756.87,278.67,204.76,5.95,3.74,0.2,2.19,44.99
0.79,646.4,360.31,136.83,5.77,4.6,0.05,0.21,80.42
0.96,564.04,346.44,213.34,6.26,2.94,0.29,4.21,34.47
0.71,558.81,247.04,125.33,4.47,4.51,0.36,1.74,57.54
0.62,702.89,406.75,210.91,3.85,4.97,0.23,4.22,63.91
0.76,534.77,295.28,137.6,6.82,4.66,0.1,3.69,60.98
0.76,574.31,401.56,187.41,3.85,4.06,0.32,2.27,59.61
0.7,721.77,402.79,126.78,4.28,4.12,0.01,4.34,107.78
0.9,752.83,245.19,207.51,3.93,4.46,0,4.38,39.36
0.95,605.97,398.48,172.06,4.44,4.47,0.33,2.04,68.53
0.7,769.67,325.52,162.35,3.95,2.98,0.35,3.45,73.97
0.96,659.71,281.66,113.04,5.89,3.32,0.39,2.09,82.49
0.74,698.32,361.35,114.48,3.99,3.38,0.17,3.77,99.99
0.84,661.66,381.41,148.62,5.38,4.51,0.03,1.26,81.76
0.88,659.04,261.06,200.07,6.08,2.21,0.37,1.16,31.16
0.68,773.2,377.64,154.34,5.24,2.81,0.28,3.63,94.57
0.98,635.7,332.87,157.71,5.52,2.57,0.03,2.61,67.81
0.83,595.62,317.59,154.76,6.91,2.27,0.23,1.5,58.66
0.83,692.54,363.47,154.94,3.82,2.23,0.02,4.41,82.33
0.9,618.03,385.03,170.76,4.32,2.19,0.34,0.32,60.78
0.69,677.75,324.97,207.83,5.43,3.56,0.39,4.18,49.17
0.71,517,337.2,208.79,5.86,4.63,0.28,2.25,26.46
0.92,563.97,345.44,115.79,6.27,2.9,0.01,4.28,84.03
0.69,717.86,324.06,154.75,3.57,3.4,0.21,1.44,71.55
0.94,632.97,285.34,198.5,5.08,4,0.25,1.06,36.59
0.94,712.93,373.29,115.55,5.25,4.45,0.19,1.35,99.48
0.79,792.05,252.21,152.54,6.46,4.85,0.01,3.19,73.55
0.67,666.95,404.52,166.19,6.06,3,0.03,0.53,77.14
0.68,597.96,358.6,127.46,5.47,3.45,0.16,1.67,84.18
0.69,792.55,269.22,116.6,6.4,3.92,0.14,0.36,93.55
0.8,534.52,412.55,199.08,6.15,4.04,0.1,2.1,48.12
0.81,638.51,370.51,192.5,6.49,4.37,0.09,2.17,60.98
0.98,569.09,380.39,195.9,6.66,4.55,0.1,1.02,54.12
0.91,696.29,361.25,161.16,4.26,2.89,0.05,4.48,75.79
0.65,555.81,282.15,125.75,6.42,4.67,0.18,4.64,66.38
0.72,800.29,373.37,187.63,5.71,3.2,0.37,3.86,82.34
0.64,609.12,351.32,165.09,4.96,2.48,0.32,3.72,62.52
0.71,700.1,330.38,114.85,3.61,2.6,0.15,0.46,84.07
0.81,679.73,337.13,118.22,6.71,4.05,0.03,1.99,89.07
0.78,803.69,380.69,135,4.12,3.75,0.31,0.74,103.17
0.63,793.66,290.67,184.97,5.93,4.56,0.16,2.28,69.6
0.8,599.73,344.49,173.78,4.57,4.29,0.06,3.94,56.44
0.85,710.4,288.9,155.24,3.81,4.13,0.32,4.61,70.29
0.68,770.54,286.43,173.71,4.55,3.54,0.4,2.38,64.77
0.94,537.14,320.79,112.88,5.76,2.68,0.06,1.82,74.51
0.68,667.51,389.82,219.89,4.24,4.97,0.16,0.84,44.53
0.88,736.79,398.09,220.2,6.72,4.42,0.1,2.71,58.93
0.93,627.43,293.33,147.96,6.39,2.46,0.03,4.37,69.08
0.81,720.53,292.81,114.46,6.38,2.11,0.38,4.58,90.68
0.86,540.21,259.2,125.46,4,4.61,0.32,4.81,57.42
0.72,678.47,276.95,191.33,3.97,3.7,0.38,0.68,36.28
0.95,601.64,342.34,152.88,4.01,4.36,0.14,1.56,63.54
0.66,565.52,321.16,141.57,6.81,4.81,0.02,4.61,69.1
0.81,798.79,347.58,121.57,4.82,3.49,0.08,1.34,104.38
0.91,638.21,280.82,174.08,3.67,3.35,0.33,3.67,40.96
0.97,679.06,275.39,141.1,6.27,2.87,0.05,0.98,67.63
0.65,778.33,331.05,150.59,4.21,3,0.03,0.18,85.39
0.89,687.41,328.51,114.97,5.36,2.94,0.02,0.54,90.77
0.85,672.64,264.26,167.01,5.48,2.58,0.26,4.92,58.68
0.82,731.24,257.93,216.85,3.65,3.07,0.1,1.74,32.96
0.86,523.67,335.24,200.37,4.07,4.85,0.02,4.57,34.4
0.9,611.39,299.16,202.03,3.58,2.7,0.12,0.93,31.73
0.87,706.23,373.21,130.68,3.69,3.22,0.16,0.29,89.3
0.88,617.87,342.26,118,6.79,4.98,0.02,1.64,87.26
0.81,706.5,325.84,166.7,5.72,4.87,0.14,1.14,66.97
0.67,728.1,364.94,127.86,6.18,2.44,0.24,2.75,97.3
0.78,523.81,357.02,187.2,4.44,3.1,0.08,2.59,42.15
